order_date,shipment_date,region,city,product,category,segment,department,customer_type,quantity,revenue,cost,discount,shipping_cost
2024-06-02,2024-06-03,East,Patna,Cabinet,Furniture,Home Office,Sales,New,17,411876.0,347498.12,0.04,1522.28
2025-02-23,2025-02-24,East,Patna,Jeans,Clothing,Home Office,Sales,VIP,8,13280.0,14800.92,0.26,724.12
2024-11-14,2024-11-21,South,Hyderabad,Sofa,Furniture,Corporate,Operations,VIP,3,78152.4,68566.22,0.19,573.63
2024-04-14,2024-04-16,West,Mumbai,Shoes,Clothing,Home Office,Operations,VIP,9,31932.0,32814.87,0.2,2479.47
2025-05-08,2025-05-18,South,Chennai,Sofa,Furniture,Corporate,Finance,New,8,181616.0,130637.63,0.03,1690.27
2025-03-20,2025-03-24,North,Chandigarh,Tablet,Electronics,Corporate,Marketing,New,9,140814.0,117280.13,0.11,404.51
2024-10-19,2024-10-24,North,Delhi,Shoes,Clothing,Consumer,Marketing,VIP,18,19267.2,18079.53,0.1,2280.43
2024-01-05,2024-01-14,South,Chennai,Snacks,Grocery,Home Office,Operations,Returning,5,4375.0,4594.12,0.17,875.37
2024-08-12,2024-08-18,East,Patna,Cabinet,Furniture,Home Office,Finance,New,15,356955.0,344860.35,0.16,2183.55
2024-11-20,2024-11-22,South,Chennai,Tablet,Electronics,Corporate,Marketing,New,3,226216.8,192629.58,0.17,345.3
2024-09-11,2024-09-20,East,Patna,Rice,Grocery,Corporate,Operations,Returning,18,2304.0,4999.49,0.18,2741.57
2024-08-17,2024-08-20,North,Lucknow,Coffee,Grocery,Consumer,Sales,VIP,17,4301.0,4056.45,0.11,486.62
2025-05-11,2025-05-13,East,Kolkata,Snacks,Grocery,Corporate,Operations,Returning,11,20262.0,21311.67,0.23,441.81
2024-11-19,2024-11-29,East,Bhubaneswar,Jacket,Clothing,Consumer,Sales,VIP,13,73678.8,81649.02,0.27,2812.7
2024-06-01,2024-06-07,West,Mumbai,T-Shirt,Clothing,Home Office,Finance,Returning,4,8100.0,7359.88,0.11,393.88
2024-01-04,2024-01-07,West,Mumbai,Smartphone,Electronics,Corporate,Sales,Returning,9,268353.0,226758.71,0.09,1342.19
2024-03-12,2024-03-18,South,Hyderabad,T-Shirt,Clothing,Corporate,Finance,New,14,29750.0,22231.74,0.06,216.74
2025-05-06,2025-05-11,West,Pune,T-Shirt,Clothing,Consumer,Operations,Returning,4,18236.0,17793.76,0.2,469.56
2024-03-05,2024-03-08,West,Ahmedabad,Milk,Grocery,Consumer,Sales,New,12,2472.0,3440.61,0.2,1092.21
2025-01-24,2025-01-31,North,Chandigarh,Coffee,Grocery,Corporate,Finance,New,8,3856.0,5369.75,0.07,2323.51
2025-02-04,2025-02-06,East,Patna,Cabinet,Furniture,Consumer,Finance,VIP,17,286858.0,283060.82,0.18,1939.98
2025-04-20,2025-04-23,South,Bangalore,Cabinet,Furniture,Consumer,Marketing,New,14,253162.0,178494.56,0.02,1281.16
2024-02-01,2024-02-10,East,Patna,Desk,Furniture,Corporate,Finance,Returning,14,117390.0,104216.81,0.08,913.61
2024-01-21,2024-01-22,East,Patna,Milk,Grocery,Corporate,Sales,New,2,1368.0,4020.52,0.14,2734.6
2024-06-04,2024-06-06,North,Chandigarh,Sofa,Furniture,Corporate,Marketing,Returning,4,23580.0,22020.5,0.11,2449.1
2025-03-30,2025-04-01,East,Kolkata,Jeans,Clothing,Home Office,Finance,New,5,4180.0,7219.92,0.29,2663.72
2025-01-06,2025-01-14,South,Bangalore,Rice,Grocery,Consumer,Marketing,Returning,7,2527.0,3566.42,0.06,1696.44
2024-02-04,2024-02-12,East,Patna,Jacket,Clothing,Corporate,Sales,Returning,14,9506.0,11436.33,0.18,2120.45
2025-02-21,2025-02-28,South,Chennai,Laptop,Electronics,Home Office,Operations,VIP,16,957952.0,701582.07,0.05,2277.11
2024-04-04,2024-04-05,West,Ahmedabad,Snacks,Grocery,Home Office,Marketing,New,6,11400.0,13329.11,0.28,1587.11
2024-03-01,2024-03-04,East,Bhubaneswar,Sofa,Furniture,Home Office,Marketing,VIP,8,319736.0,259515.76,0.01,529.6
2024-09-30,2024-10-02,East,Kolkata,T-Shirt,Clothing,Home Office,Operations,New,1,3523.0,5034.7,0.02,2145.84
2024-01-30,2024-01-31,East,Patna,Cabinet,Furniture,Home Office,Marketing,Returning,12,279948.0,306801.75,0.29,1658.43
2024-04-22,2024-04-28,North,Lucknow,Coffee,Grocery,Home Office,Operations,Returning,9,9117.0,9408.66,0.07,2206.23
2024-04-04,2024-04-07,East,Kolkata,Rice,Grocery,Corporate,Operations,Returning,7,9982.0,9783.62,0.08,999.46
2024-05-05,2024-05-13,South,Chennai,Chair,Furniture,Consumer,Sales,Returning,13,513786.0,467679.45,0.23,134.19
2025-04-23,2025-04-24,North,Chandigarh,Rice,Grocery,Consumer,Sales,VIP,5,1960.0,3798.95,0.28,1838.95
2025-01-23,2025-02-02,North,Delhi,T-Shirt,Clothing,Consumer,Operations,Returning,15,45270.0,39739.25,0.14,807.05
2024-05-31,2024-06-02,East,Patna,Laptop,Electronics,Consumer,Sales,VIP,17,1242598.0,1329749.46,0.27,169.6
2025-04-16,2025-04-23,West,Pune,Sofa,Furniture,Home Office,Marketing,New,4,64448.0,53141.4,0.03,2871.96
2024-11-05,2024-11-08,East,Kolkata,T-Shirt,Clothing,Corporate,Sales,New,6,23349.6,21180.37,0.05,1333.21
2024-12-04,2024-12-10,East,Patna,Jacket,Clothing,Consumer,Marketing,Returning,9,5583.6,6561.35,0.28,531.06
2024-02-27,2024-03-08,South,Chennai,Cabinet,Furniture,Corporate,Finance,New,14,325500.0,254359.85,0.1,469.85
2025-05-13,2025-05-20,West,Pune,Shoes,Clothing,Corporate,Finance,VIP,20,32640.0,36391.85,0.28,2772.65
2024-02-12,2024-02-22,West,Pune,Snacks,Grocery,Home Office,Operations,Returning,14,8134.0,7684.75,0.11,689.51
2024-07-03,2024-07-06,North,Chandigarh,Milk,Grocery,Consumer,Sales,Returning,10,5960.0,5400.1,0.06,751.3
2025-05-09,2025-05-16,South,Bangalore,Cabinet,Furniture,Home Office,Sales,VIP,12,143364.0,135952.9,0.25,2624.38
2024-01-07,2024-01-17,North,Delhi,Jeans,Clothing,Consumer,Operations,New,14,60872.0,47892.33,0.04,1629.61
2024-02-26,2024-02-29,East,Bhubaneswar,Coffee,Grocery,Corporate,Sales,Returning,2,2260.0,3170.53,0.05,1249.53
2024-04-26,2024-05-03,West,Ahmedabad,Coffee,Grocery,Home Office,Marketing,VIP,6,5238.0,5910.41,0.29,462.89
2025-05-14,2025-05-23,South,Chennai,Smartphone,Electronics,Corporate,Operations,VIP,20,1403240.0,1082456.28,0.09,1961.48
2024-05-18,2024-05-20,West,Mumbai,Tablet,Electronics,Home Office,Finance,New,4,80396.0,66496.73,0.07,572.01
2024-04-13,2024-04-14,North,Delhi,Chair,Furniture,Corporate,Operations,VIP,8,84584.0,87778.72,0.3,1503.04
2025-05-05,2025-05-12,North,Chandigarh,Tablet,Electronics,Consumer,Marketing,Returning,17,472107.0,392324.41,0.11,475.6
2024-10-27,2024-11-03,North,Chandigarh,Rice,Grocery,Home Office,Operations,New,16,8256.0,7800.13,0.05,1443.01
2024-03-23,2024-04-01,North,Lucknow,Desk,Furniture,Home Office,Operations,VIP,17,667998.0,642361.24,0.24,1083.16
2024-04-16,2024-04-26,East,Patna,Rice,Grocery,Home Office,Finance,New,20,5980.0,6732.81,0.24,513.61
2024-03-27,2024-04-01,East,Patna,Monitor,Electronics,Consumer,Finance,Returning,6,116802.0,97565.3,0.03,619.64
2025-05-12,2025-05-22,West,Pune,Coffee,Grocery,Corporate,Operations,New,16,14736.0,14717.4,0.12,1897.08
2024-07-30,2024-08-08,South,Chennai,Jacket,Clothing,Corporate,Sales,VIP,15,14505.0,15473.86,0.24,2129.26
2024-07-23,2024-07-25,North,Delhi,Tablet,Electronics,Corporate,Operations,VIP,8,323536.0,280204.16,0.14,1963.2
2025-01-28,2025-02-04,West,Mumbai,Smartphone,Electronics,Home Office,Sales,Returning,7,289198.0,247670.97,0.1,1852.67
2024-10-06,2024-10-09,South,Hyderabad,Rice,Grocery,Corporate,Finance,New,16,24249.6,18575.34,0.01,1843.12
2024-04-18,2024-04-19,West,Mumbai,Shoes,Clothing,Corporate,Operations,New,14,27188.0,22372.85,0.04,894.33
2025-04-02,2025-04-07,North,Chandigarh,Snacks,Grocery,Home Office,Operations,VIP,6,11592.0,12567.94,0.27,1091.86
2024-10-01,2024-10-04,East,Kolkata,Sofa,Furniture,Corporate,Finance,Returning,14,512433.6,529638.28,0.23,1831.67
2024-03-18,2024-03-26,North,Lucknow,Sofa,Furniture,Home Office,Marketing,New,5,128680.0,131245.32,0.29,1278.52
2024-04-21,2024-04-25,North,Chandigarh,Cabinet,Furniture,Home Office,Sales,New,14,222390.0,185221.69,0.1,2861.89
2025-02-23,2025-02-25,North,Chandigarh,T-Shirt,Clothing,Corporate,Marketing,VIP,16,62256.0,54174.22,0.11,2501.74
2024-07-10,2024-07-13,West,Ahmedabad,T-Shirt,Clothing,Consumer,Finance,Returning,18,89028.0,79114.85,0.11,2550.77
2024-11-28,2024-11-29,West,Ahmedabad,T-Shirt,Clothing,Consumer,Sales,New,20,32376.0,33313.81,0.22,1909.09
2024-04-18,2024-04-22,North,Lucknow,Rice,Grocery,Home Office,Marketing,Returning,15,7500.0,10206.6,0.26,2856.6
2024-09-16,2024-09-21,East,Bhubaneswar,Snacks,Grocery,Consumer,Marketing,New,9,16353.0,20234.79,0.27,2737.08
2025-02-08,2025-02-14,South,Bangalore,Rice,Grocery,Consumer,Sales,New,17,7633.0,10383.21,0.29,2979.2
2025-02-14,2025-02-24,South,Hyderabad,Milk,Grocery,Home Office,Finance,New,14,12950.0,13902.6,0.27,1600.1
2024-10-22,2024-10-29,West,Mumbai,Smartphone,Electronics,Home Office,Sales,VIP,9,754650.0,588801.36,0.03,174.36
2024-07-14,2024-07-15,North,Lucknow,Chair,Furniture,Home Office,Sales,VIP,5,173670.0,139903.24,0.07,2703.94
2024-02-12,2024-02-15,East,Kolkata,Cabinet,Furniture,Corporate,Sales,Returning,1,11777.0,13174.94,0.28,455.78
2025-03-08,2025-03-14,South,Chennai,Jeans,Clothing,Consumer,Sales,Returning,7,31654.0,22154.63,0.01,313.37
2024-04-02,2024-04-07,North,Delhi,Snacks,Grocery,Corporate,Finance,New,1,340.0,3325.24,0.29,2981.84
2024-04-08,2024-04-18,West,Ahmedabad,Smartphone,Electronics,Home Office,Marketing,New,1,50124.0,49848.81,0.23,727.29
2024-02-12,2024-02-15,East,Kolkata,Chair,Furniture,Corporate,Operations,New,9,329040.0,297835.34,0.1,1699.34
2024-05-08,2024-05-11,East,Bhubaneswar,Snacks,Grocery,Home Office,Finance,New,7,2170.0,4449.3,0.18,2322.7
2024-11-01,2024-11-06,East,Kolkata,Cabinet,Furniture,Corporate,Finance,Returning,11,159033.6,137892.35,0.06,1123.45
2024-07-28,2024-08-02,North,Chandigarh,Chair,Furniture,Home Office,Marketing,VIP,20,795320.0,581205.32,0.01,621.72
2024-12-02,2024-12-08,East,Bhubaneswar,Sofa,Furniture,Consumer,Sales,New,12,368740.8,331998.33,0.1,131.61
2024-05-25,2024-06-04,East,Kolkata,Coffee,Grocery,Consumer,Sales,Returning,7,8736.0,9550.6,0.08,1862.92
2024-04-10,2024-04-11,North,Lucknow,Snacks,Grocery,Corporate,Marketing,New,16,15392.0,13111.0,0.04,1413.08
2024-01-10,2024-01-20,East,Patna,Milk,Grocery,Home Office,Sales,Returning,1,368.0,1654.55,0.25,1268.15
2025-01-05,2025-01-10,North,Chandigarh,Laptop,Electronics,Corporate,Sales,Returning,9,322083.0,287662.08,0.17,1008.21
2025-04-25,2025-05-05,North,Chandigarh,Shoes,Clothing,Corporate,Sales,Returning,4,3564.0,2970.97,0.0,404.89
2025-01-05,2025-01-11,East,Patna,Milk,Grocery,Consumer,Sales,New,18,11358.0,12264.4,0.26,224.92
2024-12-23,2024-12-26,North,Chandigarh,Tablet,Electronics,Corporate,Finance,Returning,5,319422.0,262455.24,0.1,529.2
2024-09-01,2024-09-09,West,Ahmedabad,Rice,Grocery,Home Office,Operations,VIP,9,2592.0,3110.44,0.08,959.08
2025-05-12,2025-05-20,North,Chandigarh,Desk,Furniture,Home Office,Sales,New,2,11720.0,12013.36,0.25,644.96
2024-03-19,2024-03-28,North,Chandigarh,Sofa,Furniture,Corporate,Finance,VIP,4,54092.0,47824.05,0.11,2927.69
2024-12-17,2024-12-22,South,Chennai,Chair,Furniture,Corporate,Finance,New,19,266486.4,252757.8,0.26,2260.58
2024-12-04,2024-12-13,South,Bangalore,Milk,Grocery,Corporate,Sales,Returning,15,35964.0,31697.24,0.17,1127.84
2024-08-13,2024-08-18,South,Bangalore,Snacks,Grocery,Home Office,Marketing,New,12,19188.0,19082.88,0.28,662.4
2024-08-09,2024-08-11,South,Chennai,Sofa,Furniture,Home Office,Finance,VIP,2,42628.0,32961.55,0.03,2695.67
2024-12-24,2024-12-31,East,Kolkata,Laptop,Electronics,Corporate,Operations,VIP,13,635668.8,669558.12,0.25,2105.88
2024-11-01,2024-11-06,West,Mumbai,Desk,Furniture,Corporate,Marketing,VIP,1,20554.8,21215.21,0.21,1482.6
2024-04-05,2024-04-11,East,Patna,Desk,Furniture,Corporate,Sales,New,15,87510.0,79373.79,0.1,614.79
2024-10-25,2024-10-26,East,Kolkata,Chair,Furniture,Home Office,Marketing,Returning,16,407424.0,330163.87,0.01,150.43
2025-02-15,2025-02-21,East,Kolkata,Desk,Furniture,Consumer,Sales,Returning,15,419820.0,420655.26,0.2,835.26
2025-01-31,2025-02-10,West,Mumbai,Jacket,Clothing,Home Office,Marketing,VIP,16,76064.0,72029.07,0.19,528.91
2024-10-22,2024-10-29,West,Mumbai,Sofa,Furniture,Corporate,Sales,New,12,156240.0,164441.93,0.29,1952.33
2024-07-19,2024-07-29,East,Patna,Milk,Grocery,Corporate,Marketing,Returning,14,6860.0,7164.83,0.01,1608.23
2024-02-26,2024-02-27,East,Patna,Monitor,Electronics,Corporate,Marketing,Returning,16,1212272.0,1033334.55,0.05,2903.35
2024-08-20,2024-08-21,South,Chennai,Coffee,Grocery,Consumer,Marketing,New,7,7700.0,7276.94,0.09,1347.94
2024-12-06,2024-12-15,North,Delhi,Jeans,Clothing,Corporate,Marketing,VIP,5,16302.0,17298.55,0.3,670.51
2025-02-19,2025-02-26,North,Chandigarh,Chair,Furniture,Corporate,Marketing,New,14,160034.0,130628.67,0.09,1001.13
2024-03-10,2024-03-17,West,Ahmedabad,Jeans,Clothing,Home Office,Operations,Returning,18,53964.0,48118.4,0.09,2788.64
2024-09-26,2024-10-04,West,Ahmedabad,Cabinet,Furniture,Corporate,Sales,New,11,312752.0,276541.23,0.13,1319.47
2024-11-10,2024-11-15,West,Pune,Laptop,Electronics,Corporate,Sales,New,8,509107.2,481270.52,0.19,2709.75
2025-02-17,2025-02-26,East,Kolkata,Milk,Grocery,Corporate,Sales,Returning,15,3180.0,5758.3,0.08,2959.9
2024-06-18,2024-06-19,North,Chandigarh,Tablet,Electronics,Home Office,Finance,VIP,4,254108.0,198722.28,0.06,518.04
2025-04-24,2025-04-25,West,Mumbai,Desk,Furniture,Corporate,Marketing,VIP,16,290448.0,219686.99,0.0,1850.99
2024-01-13,2024-01-22,North,Lucknow,Smartphone,Electronics,Consumer,Sales,Returning,15,609075.0,514572.82,0.12,2949.82
2024-03-15,2024-03-16,South,Hyderabad,Shoes,Clothing,Home Office,Sales,Returning,6,11388.0,11934.57,0.22,1685.37
2024-09-09,2024-09-15,West,Pune,Jacket,Clothing,Home Office,Sales,VIP,9,12411.0,12253.7,0.13,1332.02
2024-10-24,2024-10-29,North,Chandigarh,Rice,Grocery,Home Office,Finance,New,2,4701.6,7546.69,0.27,2892.11
2024-09-13,2024-09-22,West,Ahmedabad,Coffee,Grocery,Consumer,Operations,Returning,7,8050.0,8200.67,0.02,2002.17
2025-02-05,2025-02-10,East,Patna,Shoes,Clothing,Home Office,Operations,Returning,13,46592.0,46283.25,0.18,623.09
2024-01-24,2024-01-25,East,Kolkata,Jacket,Clothing,Home Office,Finance,New,6,8220.0,10359.2,0.28,1481.6
2025-04-17,2025-04-19,South,Hyderabad,Chair,Furniture,Consumer,Finance,Returning,2,42830.0,40143.26,0.25,311.36
2024-08-18,2024-08-25,East,Patna,Smartphone,Electronics,Corporate,Sales,VIP,5,399030.0,381147.16,0.15,2068.66
2024-10-25,2024-10-26,South,Bangalore,Cabinet,Furniture,Home Office,Operations,New,4,34454.4,25774.71,0.0,2345.72
2025-02-27,2025-03-07,North,Chandigarh,Cabinet,Furniture,Consumer,Operations,VIP,17,482154.0,358133.74,0.02,1339.78
2024-03-01,2024-03-09,West,Mumbai,Smartphone,Electronics,Home Office,Marketing,New,8,146984.0,147924.7,0.25,940.7
2024-09-30,2024-10-10,East,Bhubaneswar,T-Shirt,Clothing,Consumer,Marketing,New,8,36768.0,34090.84,0.12,264.28
2024-06-22,2024-06-29,North,Lucknow,Coffee,Grocery,Home Office,Sales,New,9,3465.0,5171.31,0.06,2468.61
2025-04-08,2025-04-18,East,Patna,Smartphone,Electronics,Corporate,Sales,VIP,2,75330.0,79631.75,0.22,2795.15
2024-09-16,2024-09-20,West,Mumbai,T-Shirt,Clothing,Consumer,Sales,Returning,12,35820.0,38737.25,0.25,2917.25
2024-12-16,2024-12-17,North,Delhi,Smartphone,Electronics,Home Office,Finance,VIP,18,1006538.4,835890.06,0.11,463.19
2025-04-07,2025-04-13,West,Ahmedabad,Chair,Furniture,Corporate,Sales,VIP,12,329844.0,254752.78,0.02,772.9
2024-02-09,2024-02-10,North,Delhi,Rice,Grocery,Consumer,Operations,New,5,945.0,2612.46,0.09,1847.01
2024-02-09,2024-02-11,South,Chennai,Cabinet,Furniture,Corporate,Sales,VIP,9,166419.0,150912.28,0.22,1135.18
2024-05-05,2024-05-14,South,Chennai,Jacket,Clothing,Home Office,Marketing,VIP,9,12195.0,10803.52,0.1,1291.42
2025-01-14,2025-01-23,West,Pune,Smartphone,Electronics,Consumer,Operations,Returning,7,161308.0,169885.51,0.29,2125.19
2024-10-28,2024-11-04,West,Mumbai,Monitor,Electronics,Consumer,Marketing,Returning,10,830508.0,840026.5,0.26,1213.42
2024-07-13,2024-07-16,North,Chandigarh,Snacks,Grocery,Consumer,Operations,New,14,2296.0,3129.11,0.16,1108.63
2024-06-23,2024-07-03,North,Lucknow,Jacket,Clothing,Home Office,Operations,New,14,13538.0,11379.02,0.03,1225.52
2025-05-06,2025-05-13,East,Patna,Snacks,Grocery,Home Office,Marketing,New,15,29370.0,25914.81,0.0,2418.81
2024-11-11,2024-11-16,East,Kolkata,Sofa,Furniture,Corporate,Finance,New,12,308404.8,276496.52,0.09,2016.25
2024-08-26,2024-08-27,East,Kolkata,Snacks,Grocery,Consumer,Finance,New,12,2628.0,2879.85,0.17,330.69
2025-03-20,2025-03-28,East,Kolkata,Milk,Grocery,Corporate,Marketing,Returning,5,9420.0,9569.58,0.19,243.78
2024-06-11,2024-06-12,North,Lucknow,Smartphone,Electronics,Home Office,Finance,VIP,18,1116216.0,1141468.64,0.3,2928.32
2024-02-25,2024-02-27,North,Lucknow,T-Shirt,Clothing,Home Office,Operations,Returning,17,79662.0,63977.77,0.07,1044.79
2024-03-14,2024-03-15,East,Patna,Rice,Grocery,Home Office,Finance,Returning,11,10285.0,12191.63,0.27,1186.68
2025-04-21,2025-04-24,East,Patna,Smartphone,Electronics,Corporate,Sales,Returning,19,316787.0,284116.16,0.09,2175.73
2025-01-25,2025-01-27,East,Kolkata,Rice,Grocery,Home Office,Operations,Returning,3,3828.0,6018.18,0.19,2228.46
2024-05-17,2024-05-21,North,Lucknow,Monitor,Electronics,Home Office,Finance,Returning,19,649914.0,626852.12,0.24,2934.68
2025-01-10,2025-01-17,South,Chennai,T-Shirt,Clothing,Home Office,Operations,Returning,12,55704.0,54913.46,0.27,1994.66
2024-05-05,2024-05-12,South,Chennai,Milk,Grocery,Home Office,Operations,VIP,19,32851.0,26305.42,0.09,1010.15
2025-03-27,2025-03-31,North,Chandigarh,Milk,Grocery,Home Office,Finance,VIP,6,2646.0,2874.75,0.04,863.79
2024-12-19,2024-12-22,West,Ahmedabad,Smartphone,Electronics,Consumer,Finance,New,3,85230.0,75474.94,0.12,1324.84
2024-10-29,2024-11-08,South,Chennai,Sofa,Furniture,Consumer,Marketing,Returning,20,191136.0,186345.33,0.28,2854.77
2024-03-09,2024-03-12,West,Ahmedabad,Snacks,Grocery,Corporate,Finance,VIP,19,7809.0,9786.48,0.27,1821.3
2024-09-17,2024-09-27,East,Patna,Snacks,Grocery,Corporate,Finance,New,9,6372.0,6293.44,0.15,240.04
2024-01-22,2024-01-26,West,Pune,Shoes,Clothing,Corporate,Operations,New,14,43050.0,37172.72,0.1,580.22
2025-04-25,2025-04-30,East,Bhubaneswar,Snacks,Grocery,Consumer,Operations,Returning,20,29280.0,26144.73,0.08,378.33
2024-07-08,2024-07-12,South,Bangalore,Smartphone,Electronics,Consumer,Finance,New,10,767220.0,553814.56,0.04,1416.16
2024-02-14,2024-02-17,North,Lucknow,Monitor,Electronics,Corporate,Finance,Returning,9,566532.0,421634.31,0.02,2400.63
2025-01-11,2025-01-20,North,Chandigarh,Sofa,Furniture,Corporate,Finance,VIP,3,76893.0,59814.55,0.03,2144.8
2024-07-11,2024-07-15,East,Kolkata,Laptop,Electronics,Consumer,Operations,VIP,7,226695.0,237990.13,0.24,2227.33
2024-08-10,2024-08-12,East,Kolkata,Chair,Furniture,Home Office,Operations,New,16,298672.0,278627.87,0.13,862.91
2025-03-06,2025-03-10,West,Ahmedabad,Sofa,Furniture,Corporate,Operations,Returning,10,367880.0,347640.94,0.19,1833.74
2025-05-11,2025-05-19,West,Pune,Smartphone,Electronics,Consumer,Marketing,Returning,11,343343.0,306600.1,0.14,1024.83
2024-07-29,2024-08-02,North,Chandigarh,Milk,Grocery,Corporate,Finance,VIP,1,540.0,2904.8,0.27,2370.2
2024-07-19,2024-07-27,North,Lucknow,Jacket,Clothing,Home Office,Marketing,Returning,14,13258.0,12269.41,0.15,734.95
2024-04-15,2024-04-17,North,Chandigarh,Snacks,Grocery,Consumer,Operations,VIP,20,26760.0,26404.61,0.16,2855.81
2024-01-26,2024-02-04,North,Chandigarh,Tablet,Electronics,Corporate,Sales,VIP,7,271110.0,241170.0,0.16,2593.2
2024-10-10,2024-10-14,South,Chennai,Sofa,Furniture,Corporate,Finance,New,1,7574.4,8681.65,0.15,2394.9
2025-01-30,2025-02-03,North,Delhi,Jacket,Clothing,Consumer,Operations,VIP,2,7190.0,8512.66,0.12,2473.06
2024-01-08,2024-01-17,East,Kolkata,Laptop,Electronics,Home Office,Finance,New,20,1504500.0,1475644.26,0.18,1234.26
2024-04-13,2024-04-15,East,Bhubaneswar,Rice,Grocery,Corporate,Marketing,Returning,9,6264.0,6570.05,0.13,744.53
2024-01-09,2024-01-17,West,Ahmedabad,Shoes,Clothing,Corporate,Operations,Returning,13,64701.0,51216.56,0.03,749.78
2024-02-25,2024-03-01,North,Chandigarh,Cabinet,Furniture,Corporate,Finance,VIP,11,115291.0,91382.07,0.05,2608.0
2025-03-05,2025-03-13,West,Ahmedabad,Chair,Furniture,Consumer,Finance,VIP,17,343944.0,310843.99,0.15,1294.39
2024-05-17,2024-05-21,East,Kolkata,Tablet,Electronics,Home Office,Finance,New,18,1207458.0,1076628.45,0.09,1990.83
2024-02-09,2024-02-16,East,Bhubaneswar,Rice,Grocery,Consumer,Finance,VIP,5,5820.0,6518.37,0.22,581.97
2025-02-15,2025-02-24,West,Mumbai,Monitor,Electronics,Corporate,Operations,VIP,16,386656.0,326153.93,0.09,1362.89
2024-11-28,2024-12-01,East,Patna,Jacket,Clothing,Home Office,Marketing,VIP,5,13044.0,14955.1,0.18,2171.98
2024-09-25,2024-10-03,East,Bhubaneswar,Milk,Grocery,Corporate,Operations,New,1,407.0,3363.18,0.14,2980.6
2024-08-22,2024-08-28,North,Chandigarh,Desk,Furniture,Home Office,Sales,VIP,4,142864.0,120298.67,0.11,1721.55
2024-10-26,2024-10-31,South,Chennai,Smartphone,Electronics,Corporate,Marketing,Returning,12,805348.8,678505.16,0.16,2012.17
2024-04-01,2024-04-06,North,Lucknow,Chair,Furniture,Home Office,Operations,Returning,19,252757.0,231219.41,0.19,1210.54
2024-04-20,2024-04-22,East,Patna,Milk,Grocery,Consumer,Sales,New,20,21460.0,23785.28,0.26,1037.68
2024-06-03,2024-06-12,North,Delhi,Snacks,Grocery,Home Office,Finance,Returning,4,6736.0,7134.23,0.12,1475.99
2025-04-29,2025-05-04,East,Patna,T-Shirt,Clothing,Home Office,Operations,New,5,20585.0,21617.41,0.21,826.56
2025-03-13,2025-03-21,North,Lucknow,Coffee,Grocery,Consumer,Sales,Returning,12,16356.0,17550.75,0.17,2993.91
2024-08-14,2024-08-20,South,Chennai,Jeans,Clothing,Home Office,Sales,New,17,51714.0,37886.66,0.03,1169.72
2024-09-02,2024-09-09,East,Patna,Tablet,Electronics,Consumer,Marketing,VIP,2,121160.0,101110.52,0.02,1759.32
2025-01-18,2025-01-27,North,Lucknow,Snacks,Grocery,Corporate,Operations,Returning,4,5420.0,5910.06,0.27,544.26
2024-11-22,2024-11-23,South,Bangalore,Monitor,Electronics,Consumer,Sales,Returning,11,282321.6,242944.94,0.18,148.36
2024-07-25,2024-08-01,East,Patna,Sofa,Furniture,Home Office,Sales,VIP,2,35288.0,36337.27,0.22,343.51
2024-11-21,2024-11-22,West,Mumbai,Jeans,Clothing,Home Office,Finance,New,10,17568.0,18160.23,0.14,2524.71
2025-01-08,2025-01-10,North,Lucknow,Rice,Grocery,Consumer,Sales,New,6,10290.0,9358.84,0.0,1950.04
2025-01-21,2025-01-24,West,Mumbai,Sofa,Furniture,Home Office,Operations,VIP,10,298580.0,249560.02,0.08,1738.62
2024-05-12,2024-05-20,West,Mumbai,Sofa,Furniture,Consumer,Operations,Returning,9,333945.0,289532.57,0.11,2339.87
2024-10-02,2024-10-12,West,Ahmedabad,Chair,Furniture,Home Office,Finance,New,7,280837.2,280438.02,0.24,2409.19
2024-04-21,2024-04-29,South,Chennai,T-Shirt,Clothing,Home Office,Operations,Returning,9,42615.0,38553.16,0.19,1478.11
2024-10-28,2024-10-29,West,Ahmedabad,Jacket,Clothing,Home Office,Finance,VIP,11,45394.8,46863.08,0.27,560.38
2024-03-24,2024-04-01,West,Pune,T-Shirt,Clothing,Consumer,Marketing,Returning,18,73728.0,70388.41,0.18,1821.37
2024-07-10,2024-07-20,West,Ahmedabad,Snacks,Grocery,Consumer,Marketing,VIP,11,2002.0,4726.63,0.29,2644.55
2024-01-15,2024-01-18,North,Chandigarh,Coffee,Grocery,Home Office,Finance,VIP,17,8602.0,10435.19,0.29,1747.17
2025-02-14,2025-02-20,South,Bangalore,T-Shirt,Clothing,Consumer,Marketing,New,15,64095.0,57084.78,0.2,681.18
2024-08-11,2024-08-13,South,Chennai,T-Shirt,Clothing,Consumer,Operations,New,8,4320.0,3543.35,0.05,389.75
2024-12-27,2024-12-31,West,Ahmedabad,Cabinet,Furniture,Home Office,Finance,Returning,4,64420.8,67613.08,0.28,1259.66
2024-09-07,2024-09-17,East,Bhubaneswar,Snacks,Grocery,Home Office,Sales,Returning,1,855.0,2332.27,0.11,1554.22
2024-09-12,2024-09-16,North,Lucknow,Rice,Grocery,Home Office,Operations,New,2,580.0,2472.33,0.1,1996.73
2024-05-13,2024-05-20,West,Mumbai,Jacket,Clothing,Corporate,Finance,New,6,28428.0,24611.9,0.03,2438.06
